project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-02289,Reportage Ras Tower 9,Reportage,Ras Al Khor,Residential,1381,763,55.3,2017,,Under Construction,2177,1013749,21031669,53,True,False
PRJ-02290,Al Residences 13,Sobha Realty,Al Karama,Residential,1643,1259,76.7,2020,2022.0,Completed,1445,1173898,16387656,73,False,True
PRJ-02291,Emaar Residences 6,Azizi Developments,Emaar Beachfront,Commercial,1955,1572,80.5,2008,2010.0,Completed,3842,696563,11278079,32,True,True
PRJ-02292,Reportage Umm Tower 7,Reportage,Umm Suqeim,Residential,485,429,88.6,2014,,Under Construction,1791,630363,8876668,45,True,True
PRJ-02293,Al Residences 10,Select Group,Al Safa,Residential,178,170,95.7,2024,2027.0,Completed,1501,583827,22326884,36,False,True
PRJ-02294,Arada Dubai Tower 3,Arada,Dubai Creek Harbour,Commercial,793,756,95.4,2012,2014.0,Completed,1135,509050,7210654,10,True,True
PRJ-02295,Emaar Al Tower 2,Emaar Properties,Al Quoz,Mixed Use,1644,1281,78.0,2007,2010.0,Completed,3108,1019449,15040138,17,True,False
PRJ-02296,JVC Residences 20,Aldar,JVC,Residential,440,358,81.4,2021,2024.0,Completed,2139,316940,11600269,18,False,True
PRJ-02297,International Residences 10,Binghatti,International City,Commercial,1589,477,30.1,2020,,Under Construction,2873,1433202,7277423,79,False,False
PRJ-02298,Select Town Tower 7,Select Group,Town Square,Residential,1469,1404,95.6,2019,2022.0,Completed,2483,765054,4083088,46,True,True
PRJ-02299,Ellington Dubai Tower 2,Ellington Properties,Dubai Hills Estate,Mixed Use,809,527,65.2,2009,2014.0,Completed,2211,1310568,18963334,20,True,False
PRJ-02300,Reportage Dubai Tower 2,Reportage,Dubai Creek Harbour,Residential,787,170,21.6,2021,,Off-Plan,2268,791783,10585124,73,True,False
PRJ-02301,Emaar Residences 1,Seven Tides,Emaar Beachfront,Residential,1910,1473,77.1,2022,,Under Construction,2956,650410,19054261,5,True,True
PRJ-02302,Dubai Emaar Tower 1,Dubai Properties,Emaar Beachfront,Residential,1157,495,42.8,2016,,Stalled,2516,1044796,23419667,45,True,False
PRJ-02303,JLT Residences 10,Select Group,JLT,Residential,429,350,81.8,2021,2024.0,Completed,1670,1254536,9929693,61,True,True
PRJ-02304,Dubai Motor Tower 9,Dubai Properties,Motor City,Hospitality,1067,705,66.1,2015,,Under Construction,1362,437475,16707566,53,False,True
PRJ-02305,Al Residences 11,Deyaar Development,Al Qusais,Residential,242,121,50.4,2019,,Off-Plan,3599,1011789,15069191,66,True,True
PRJ-02306,Aldar Jumeirah Tower 7,Aldar,Jumeirah,Residential,1740,1277,73.4,2013,2016.0,Completed,1939,1212629,6865246,24,True,True
PRJ-02307,Aldar Emaar Tower 3,Aldar,Emaar Beachfront,Residential,1795,953,53.1,2023,,Under Construction,3443,442151,5114438,19,True,True
PRJ-02308,Aldar Al Tower 2,Aldar,Al Barsha,Residential,439,199,45.4,2016,,Under Construction,4105,473207,2584971,43,True,True
PRJ-02309,Arabian Residences 17,Omniyat,Arabian Ranches,Commercial,248,167,67.6,2008,2012.0,Completed,1732,1313885,15192699,7,True,False
PRJ-02310,DAMAC Arabian Tower 7,DAMAC Properties,Arabian Ranches,Commercial,137,124,91.1,2019,2023.0,Completed,3444,707766,4852187,10,False,True
PRJ-02311,Sobha Deira Tower 5,Sobha Realty,Deira,Mixed Use,134,122,91.3,2010,2013.0,Completed,2247,1320015,3236990,34,False,True
PRJ-02312,Motor Residences 3,Tiger Properties,Motor City,Residential,1604,1410,87.9,2023,,Off-Plan,3089,395798,9249617,31,True,True
PRJ-02313,Arabian Residences 14,Reportage,Arabian Ranches,Commercial,403,298,74.0,2009,2014.0,Completed,1835,1446677,6857823,80,True,True
PRJ-02314,Emaar Residences 1,Reportage,Emaar Beachfront,Commercial,1456,567,39.0,2023,,Under Construction,773,1083943,10284416,11,True,True
PRJ-02315,Al Residences 12,DAMAC Properties,Al Wasl,Residential,1842,1304,70.8,2005,2009.0,Completed,1409,1475464,24876351,64,True,True
PRJ-02316,Sobha Al Tower 6,Sobha Realty,Al Wasl,Residential,1806,1375,76.2,2006,,Under Construction,3531,1345060,2810995,21,False,True
PRJ-02317,Nakheel JVC Tower 8,Nakheel,JVC,Residential,227,98,43.3,2019,,Off-Plan,4188,1025762,2263471,5,True,True
PRJ-02318,JLT Residences 17,DAMAC Properties,JLT,Mixed Use,640,380,59.4,2010,,Under Construction,1538,1169425,5173403,67,True,False
PRJ-02319,JVC Residences 6,Azizi Developments,JVC,Residential,528,479,90.9,2006,,Under Construction,1918,458919,2100314,71,False,True
PRJ-02320,Al Residences 4,Deyaar Development,Al Safa,Residential,1020,826,81.1,2022,,Under Construction,1182,892667,16605843,74,True,True
PRJ-02321,Reportage Business Tower 7,Reportage,Business Bay,Residential,1981,1802,91.0,2020,2023.0,Completed,4113,656678,4578611,53,False,True
PRJ-02322,Discovery Residences 18,Ellington Properties,Discovery Gardens,Mixed Use,831,630,75.9,2017,,Under Construction,1264,1206692,5366889,42,True,True
PRJ-02323,Al Residences 16,Sobha Realty,Al Safa,Mixed Use,1705,1343,78.8,2012,,Off-Plan,3944,1445777,23913247,69,False,True
PRJ-02324,JLT Residences 10,Sobha Realty,JLT,Mixed Use,1032,872,84.6,2020,2025.0,Completed,1691,1098212,20633691,30,True,True
PRJ-02325,Downtown Residences 12,Omniyat,Downtown Dubai,Mixed Use,971,532,54.9,2022,,Off-Plan,2055,912176,17476389,69,True,True
PRJ-02326,Jumeirah Residences 20,Arada,Jumeirah,Mixed Use,1025,1017,99.3,2016,2021.0,Completed,3568,688898,17795777,69,True,True
PRJ-02327,Azizi Business Tower 7,Azizi Developments,Business Bay,Residential,1995,560,28.1,2010,,Under Construction,1002,1296276,4283855,24,True,True
PRJ-02328,Sports Residences 18,DAMAC Properties,Sports City,Residential,1881,1521,80.9,2008,2010.0,Completed,3031,659518,11739962,9,True,True
PRJ-02329,Sports Residences 8,Select Group,Sports City,Residential,1165,877,75.3,2024,2028.0,Completed,1506,454055,2421798,7,True,True
PRJ-02330,Dubai Residences 3,MAG Property Development,Dubai Hills Estate,Residential,1631,1258,77.1,2024,,Off-Plan,3919,1242288,6866734,74,True,True
PRJ-02331,Tiger DIFC Tower 4,Tiger Properties,DIFC,Residential,1100,340,30.9,2021,,Under Construction,3514,379263,20400255,52,True,True
PRJ-02332,MAG Ras Tower 5,MAG Property Development,Ras Al Khor,Residential,931,586,63.0,2012,,Stalled,3802,1193299,24245762,8,True,True
PRJ-02333,Town Residences 8,Nakheel,Town Square,Residential,1996,1128,56.5,2005,,Off-Plan,3530,497019,16986071,71,False,True
PRJ-02334,Ellington Dubai Tower 1,Ellington Properties,Dubai Marina,Commercial,707,154,21.9,2023,,Stalled,2394,598873,16521386,25,True,True
PRJ-02335,Dubai Residences 18,Deyaar Development,Dubai Marina,Residential,588,313,53.3,2022,,Under Construction,793,308404,16516716,34,True,True
PRJ-02336,Umm Residences 3,Azizi Developments,Umm Suqeim,Residential,1336,1135,85.0,2009,2012.0,Completed,1685,358288,18128667,35,True,True
PRJ-02337,Arada Jumeirah Tower 4,Arada,Jumeirah,Residential,1505,977,65.0,2009,,Off-Plan,3136,356608,15557089,72,True,True
PRJ-02338,DAMAC Al Tower 3,DAMAC Properties,Al Safa,Residential,1611,843,52.3,2007,,Off-Plan,2866,506105,13108483,43,False,True
PRJ-02339,Discovery Residences 14,Nakheel,Discovery Gardens,Residential,527,354,67.2,2020,,Stalled,2614,672290,19565619,12,False,True
PRJ-02340,Deyaar Al Tower 4,Deyaar Development,Al Satwa,Residential,1594,1242,77.9,2022,,Under Construction,1924,857733,18461051,20,False,True
PRJ-02341,Arada JVC Tower 8,Arada,JVC,Mixed Use,1445,494,34.2,2006,,Off-Plan,3774,546595,21350854,18,True,False
PRJ-02342,Palm Residences 15,DAMAC Properties,Palm Jumeirah,Residential,725,551,76.1,2006,2011.0,Completed,1881,836118,7563499,38,True,True
PRJ-02343,MAG Al Tower 4,MAG Property Development,Al Qusais,Residential,1622,1600,98.7,2007,2010.0,Completed,2253,1438345,19504778,22,True,False
PRJ-02344,Arabian Residences 14,Seven Tides,Arabian Ranches,Mixed Use,1367,315,23.1,2005,,Under Construction,3725,1482764,22086924,32,True,True
PRJ-02345,Al Residences 4,Tiger Properties,Al Quoz,Residential,860,386,44.9,2005,,Under Construction,1575,1407917,17443503,28,False,True
PRJ-02346,Al Residences 1,Tiger Properties,Al Satwa,Residential,677,448,66.3,2015,2017.0,Completed,762,839391,18826124,59,True,True
PRJ-02347,Al Residences 18,Select Group,Al Quoz,Mixed Use,1901,1540,81.1,2010,2012.0,Completed,1242,342983,13935406,23,True,True
PRJ-02348,Arada Deira Tower 2,Arada,Deira,Residential,730,285,39.2,2022,,Off-Plan,1945,707738,3449611,61,False,True
PRJ-02349,MAG Emaar Tower 4,MAG Property Development,Emaar Beachfront,Mixed Use,991,775,78.3,2016,2018.0,Completed,2979,535465,6963738,44,True,True
PRJ-02350,Al Residences 8,Arada,Al Quoz,Hospitality,193,59,30.9,2014,,Off-Plan,1449,1438522,16540872,26,True,True
PRJ-02351,Dubai Discovery Tower 4,Dubai Properties,Discovery Gardens,Hospitality,1764,1676,95.0,2021,2025.0,Completed,940,773306,20457865,51,True,True
PRJ-02352,Aldar Umm Tower 2,Aldar,Umm Suqeim,Residential,577,406,70.5,2015,,Under Construction,1174,1194756,21262795,42,True,False
PRJ-02353,Seven DIFC Tower 4,Seven Tides,DIFC,Residential,1119,897,80.2,2020,2025.0,Completed,3216,911743,2431725,6,True,True
PRJ-02354,Binghatti Ras Tower 3,Binghatti,Ras Al Khor,Residential,379,303,80.1,2008,2010.0,Completed,1698,660114,20389804,19,True,True
PRJ-02355,Downtown Residences 20,Meraas,Downtown Dubai,Residential,225,83,37.0,2020,,Off-Plan,4166,1481109,5012041,39,True,True
PRJ-02356,Dubai Residences 17,Arada,Dubai Marina,Mixed Use,1837,818,44.5,2016,,Off-Plan,2384,1368056,10785169,61,True,True
PRJ-02357,Dubai Residences 16,Danube Properties,Dubai Creek Harbour,Mixed Use,663,367,55.4,2018,,Under Construction,3797,1487534,14047741,63,False,False
PRJ-02358,Deyaar Emaar Tower 3,Deyaar Development,Emaar Beachfront,Residential,834,824,98.8,2008,2013.0,Completed,2241,454363,11945896,80,False,True
PRJ-02359,Binghatti Al Tower 4,Binghatti,Al Qusais,Residential,492,123,25.2,2019,,Under Construction,2191,1380209,22354887,21,True,False
PRJ-02360,Arabian Residences 18,Sobha Realty,Arabian Ranches,Mixed Use,1916,1266,66.1,2018,2021.0,Completed,3845,1311008,10562039,55,True,True
PRJ-02361,MAG Business Tower 4,MAG Property Development,Business Bay,Mixed Use,999,676,67.8,2012,2015.0,Completed,4346,1368637,11524653,23,True,True
PRJ-02362,Al Residences 15,Deyaar Development,Al Wasl,Hospitality,109,94,86.3,2011,,Off-Plan,4169,541332,8511154,5,False,True
PRJ-02363,Dubai Al Tower 4,Dubai Properties,Al Safa,Residential,74,29,39.3,2022,,Off-Plan,1959,781380,4879976,13,True,True
PRJ-02364,Dubai Residences 1,Select Group,Dubai Marina,Residential,144,120,83.4,2018,2022.0,Completed,2633,585911,19538133,39,True,True
PRJ-02365,Nad Residences 19,Azizi Developments,Nad Al Sheba,Mixed Use,1757,1560,88.8,2016,,Under Construction,3251,808073,2186380,47,True,True
PRJ-02366,Meraas Al Tower 4,Meraas,Al Satwa,Commercial,925,413,44.7,2011,,Off-Plan,999,817061,6269725,10,False,True
PRJ-02367,Nakheel Motor Tower 8,Nakheel,Motor City,Mixed Use,477,117,24.7,2007,,Under Construction,4380,631711,12467074,28,True,True
PRJ-02368,Deyaar Palm Tower 7,Deyaar Development,Palm Jumeirah,Residential,1942,1764,90.8,2022,,Stalled,2002,1129635,23552821,56,False,True
PRJ-02369,Sports Residences 5,Binghatti,Sports City,Mixed Use,1888,423,22.4,2024,,Stalled,3084,714439,3384840,46,False,False
PRJ-02370,Palm Residences 16,Emaar Properties,Palm Jumeirah,Mixed Use,856,686,80.2,2007,2009.0,Completed,2985,593125,5756767,20,False,False
PRJ-02371,JLT Residences 10,Arada,JLT,Residential,806,236,29.4,2009,,Stalled,4041,341044,8779494,38,True,True
PRJ-02372,Seven Al Tower 5,Seven Tides,Al Qusais,Commercial,1232,1119,90.9,2011,2015.0,Completed,950,926078,4323807,51,False,True
PRJ-02373,Aldar Jumeirah Tower 3,Aldar,Jumeirah,Mixed Use,184,153,83.4,2007,,Under Construction,1353,351491,23046314,79,True,True
PRJ-02374,Ellington Al Tower 7,Ellington Properties,Al Wasl,Residential,1106,881,79.7,2023,2025.0,Completed,714,624426,7096023,57,False,False
PRJ-02375,Umm Residences 7,DAMAC Properties,Umm Suqeim,Residential,1840,1665,90.5,2011,,Off-Plan,2970,741574,13776060,26,False,True
PRJ-02376,DIFC Residences 20,Deyaar Development,DIFC,Residential,1313,1092,83.2,2005,2010.0,Completed,1727,987974,9027764,63,True,True
PRJ-02377,Tiger Arabian Tower 6,Tiger Properties,Arabian Ranches,Residential,435,347,79.9,2014,2018.0,Completed,1924,1405725,14935520,40,True,True
PRJ-02378,Dubai Residences 20,Emaar Properties,Dubai Marina,Residential,742,174,23.5,2018,,Off-Plan,1969,1422107,11782317,19,False,True
PRJ-02379,Reportage Discovery Tower 8,Reportage,Discovery Gardens,Residential,128,102,80.3,2016,2021.0,Completed,2325,360197,3780362,25,True,True
PRJ-02380,Aldar Arabian Tower 8,Aldar,Arabian Ranches,Residential,797,473,59.4,2023,,Off-Plan,4357,1169932,9774402,44,True,True
PRJ-02381,Deira Residences 19,Aldar,Deira,Commercial,1862,1211,65.1,2017,,Off-Plan,1277,1112807,15975732,56,False,True
PRJ-02382,Azizi Al Tower 3,Azizi Developments,Al Wasl,Residential,1141,728,63.8,2015,2017.0,Completed,2781,864396,2703756,31,True,True
PRJ-02383,Jumeirah Residences 13,Ellington Properties,Jumeirah,Residential,759,521,68.7,2022,,Off-Plan,1484,826469,8201093,5,True,False
PRJ-02384,Seven International Tower 8,Seven Tides,International City,Residential,465,336,72.3,2022,2025.0,Completed,4409,1252403,2594818,46,True,False
PRJ-02385,Omniyat Al Tower 3,Omniyat,Al Satwa,Residential,906,888,98.1,2023,2028.0,Completed,2030,614622,14344453,37,True,True
PRJ-02386,Dubai Residences 10,Emaar Properties,Dubai Marina,Hospitality,1772,1404,79.3,2016,2019.0,Completed,4377,379977,13292848,48,True,True
PRJ-02387,Danube Dubai Tower 2,Danube Properties,Dubai Creek Harbour,Commercial,1863,382,20.5,2013,,Off-Plan,4338,1381628,18737185,76,True,True
PRJ-02388,Palm Residences 2,Nakheel,Palm Jumeirah,Mixed Use,888,544,61.3,2005,2007.0,Completed,2284,736430,13800406,45,False,True
PRJ-02389,DIFC Residences 16,Select Group,DIFC,Residential,1309,1288,98.4,2020,2022.0,Completed,995,872590,11925848,15,True,True
PRJ-02390,Al Residences 12,Omniyat,Al Wasl,Mixed Use,969,285,29.4,2013,,Off-Plan,1759,503091,21809744,54,True,True
PRJ-02391,Select Bur Tower 5,Select Group,Bur Dubai,Hospitality,642,609,94.9,2021,,Under Construction,1327,1320302,20775803,21,True,False
PRJ-02392,Al Residences 14,Emaar Properties,Al Satwa,Residential,739,484,65.5,2013,2018.0,Completed,2575,1345995,9518257,64,False,True
PRJ-02393,Deira Residences 12,Arada,Deira,Residential,730,222,30.5,2022,,Under Construction,2160,323145,19866889,73,True,True
PRJ-02394,Omniyat DIFC Tower 3,Omniyat,DIFC,Residential,709,408,57.7,2018,,Stalled,1772,887314,23312049,79,True,True
PRJ-02395,JVC Residences 10,DAMAC Properties,JVC,Residential,509,365,71.9,2013,2018.0,Completed,2817,658094,14398553,69,False,False
PRJ-02396,Ellington Sports Tower 6,Ellington Properties,Sports City,Residential,366,160,43.9,2014,,Off-Plan,2573,1337400,10002503,68,True,True
PRJ-02397,Arada Al Tower 1,Arada,Al Safa,Mixed Use,924,650,70.4,2013,2016.0,Completed,3681,1302200,15877590,16,True,True
PRJ-02398,Dubai Al Tower 4,Dubai Properties,Al Barsha,Residential,1081,991,91.7,2016,,Off-Plan,2742,562201,17118803,44,False,True
PRJ-02399,Ellington Al Tower 4,Ellington Properties,Al Safa,Residential,1044,699,67.0,2006,2011.0,Completed,3160,1486281,17338928,44,False,True
PRJ-02400,Dubai Residences 13,Azizi Developments,Dubai Marina,Mixed Use,1194,847,71.0,2008,2012.0,Completed,4034,1017141,14299977,13,True,True
PRJ-02401,MAG Al Tower 4,MAG Property Development,Al Quoz,Commercial,719,433,60.3,2021,,Stalled,766,1380300,4525849,54,True,True
PRJ-02402,Emaar Umm Tower 6,Emaar Properties,Umm Suqeim,Residential,649,197,30.4,2006,,Under Construction,3556,498305,2691314,68,True,True
PRJ-02403,Al Residences 17,Seven Tides,Al Barsha,Residential,864,588,68.2,2020,2023.0,Completed,2168,582202,16767619,71,True,True
PRJ-02404,Al Residences 15,Danube Properties,Al Karama,Commercial,527,241,45.8,2005,,Under Construction,1988,733976,22575446,54,True,False
PRJ-02405,Nakheel Business Tower 4,Nakheel,Business Bay,Commercial,191,131,68.7,2005,,Under Construction,4169,941306,21998642,41,False,False
PRJ-02406,Town Residences 12,Select Group,Town Square,Commercial,1435,931,64.9,2007,2011.0,Completed,2051,953615,20171474,51,True,False
PRJ-02407,Al Residences 18,Deyaar Development,Al Qusais,Residential,589,467,79.3,2009,2014.0,Completed,2011,1216603,3764478,39,False,True
PRJ-02408,International Residences 16,Nakheel,International City,Commercial,1125,1042,92.7,2012,2016.0,Completed,3070,505873,4563123,5,False,True
PRJ-02409,MAG Jumeirah Tower 9,MAG Property Development,Jumeirah,Mixed Use,917,860,93.9,2009,,Off-Plan,2135,324284,6057069,7,True,True
PRJ-02410,Town Residences 3,MAG Property Development,Town Square,Residential,945,844,89.4,2006,,Under Construction,3316,469061,9407026,60,False,True
PRJ-02411,Danube JVC Tower 3,Danube Properties,JVC,Residential,705,666,94.6,2019,2024.0,Completed,1655,1108931,4143979,80,True,True
PRJ-02412,Aldar Deira Tower 6,Aldar,Deira,Residential,1547,1267,81.9,2021,,Off-Plan,739,956999,7127005,42,False,True
PRJ-02413,Dubai Residences 10,Aldar,Dubai Hills Estate,Commercial,1116,712,63.9,2013,,Off-Plan,4179,1060512,6420530,53,True,True
PRJ-02414,Emaar Al Tower 8,Emaar Properties,Al Karama,Residential,1583,987,62.4,2013,2015.0,Completed,3195,378074,4114386,79,True,True
PRJ-02415,International Residences 7,Azizi Developments,International City,Residential,1588,1277,80.4,2010,,Under Construction,3756,489404,2472186,57,True,True
PRJ-02416,MAG Dubai Tower 5,MAG Property Development,Dubai Creek Harbour,Mixed Use,1739,1186,68.2,2019,2021.0,Completed,3764,1363903,21201184,68,False,True
PRJ-02417,Al Residences 11,Nakheel,Al Quoz,Residential,1945,1645,84.6,2014,2016.0,Completed,3126,932173,18043630,10,False,True
PRJ-02418,Ellington Al Tower 4,Ellington Properties,Al Karama,Residential,1118,1038,92.9,2022,2027.0,Completed,1862,677840,10308103,8,False,True
PRJ-02419,Al Residences 19,Emaar Properties,Al Wasl,Residential,448,171,38.2,2023,,Off-Plan,1565,1370929,17246959,39,True,False
PRJ-02420,Azizi Deira Tower 8,Azizi Developments,Deira,Commercial,499,342,68.6,2023,2028.0,Completed,2797,1349683,4871399,48,True,True
PRJ-02421,Dubai Deira Tower 4,Dubai Properties,Deira,Commercial,1075,933,86.8,2009,2012.0,Completed,1629,390706,8254330,17,True,True
PRJ-02422,Sports Residences 4,Aldar,Sports City,Mixed Use,1533,1498,97.8,2021,2023.0,Completed,1726,803879,11033417,17,False,True
PRJ-02423,Tiger Jumeirah Tower 7,Tiger Properties,Jumeirah,Mixed Use,493,345,70.1,2010,2014.0,Completed,1792,1254579,4938745,29,True,True
PRJ-02424,MAG Emaar Tower 9,MAG Property Development,Emaar Beachfront,Mixed Use,249,155,62.4,2020,2022.0,Completed,3875,1049243,23475890,34,True,True
PRJ-02425,Nakheel Emaar Tower 6,Nakheel,Emaar Beachfront,Mixed Use,1832,1677,91.6,2022,2024.0,Completed,3255,527637,10621607,33,True,True
PRJ-02426,Emaar Residences 12,Aldar,Emaar Beachfront,Residential,219,124,57.0,2010,,Under Construction,2392,1229508,23610536,5,True,True
PRJ-02427,Umm Residences 16,Emaar Properties,Umm Suqeim,Residential,246,167,68.1,2009,,Stalled,892,877156,20903807,57,False,True
PRJ-02428,Business Residences 12,Danube Properties,Business Bay,Mixed Use,991,508,51.3,2022,,Off-Plan,1605,627809,16445765,70,False,True
PRJ-02429,Al Residences 11,Aldar,Al Karama,Residential,505,322,63.8,2006,,Off-Plan,2256,1491444,8010046,77,True,True
PRJ-02430,Binghatti International Tower 4,Binghatti,International City,Mixed Use,579,439,75.8,2020,2025.0,Completed,3678,1055524,11020583,20,False,True
PRJ-02431,Al Residences 16,Tiger Properties,Al Qusais,Commercial,1442,310,21.5,2009,,Under Construction,1905,429183,7610017,75,True,True
PRJ-02432,Al Residences 4,Seven Tides,Al Quoz,Residential,1877,1342,71.5,2007,,Under Construction,2882,520729,19381469,37,True,True
PRJ-02433,Downtown Residences 18,DAMAC Properties,Downtown Dubai,Residential,840,824,98.1,2020,2022.0,Completed,1687,1424827,15668736,20,True,True
PRJ-02434,Deyaar Al Tower 7,Deyaar Development,Al Barsha,Residential,278,213,76.8,2024,2026.0,Completed,1279,865435,12987741,28,False,True
